pair_id,case_id,pair_type,dataset_key,split,image_view,label_schema,image_path,source_severity,target_severity,source_predicted_severity,source_expected_severity,target_predicted_severity,target_expected_severity,target_predicted_confidence,target_mean_absolute_delta,target_masked_mean_absolute_delta,target_unmasked_mean_absolute_delta,case_expected_severity_monotonic_fraction,case_predicted_severity_monotonic_fraction,case_expected_severity_span,case_mask_area_fraction,case_max_unmasked_mean_absolute_delta,ellipse_mask,ellipse_mask_source,proxy_parameters,auto_pass
001_unidatapro_men_hair_loss_1_top__target_6,001_unidatapro_men_hair_loss_1_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/1/top.png,1,6,1,1.253220796585083,7,6.924030303955078,0.975966215133667,0.01848793402314186,0.03051548537133273,0.005647477671881701,1.0,1.0,5.685940980911255,0.5163443684577942,0.006529159239022473,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
001_unidatapro_men_hair_loss_1_top__target_7,001_unidatapro_men_hair_loss_1_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/1/top.png,1,7,1,1.253220796585083,7,6.9391703605651855,0.9804480075836182,0.02164648286998272,0.03580675875290926,0.006529159239022473,1.0,1.0,5.685940980911255,0.5163443684577942,0.006529159239022473,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down__target_2,003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down,severity_shift,unidpro_hair_loss_male_norwood_scale,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidpro_hair_loss_male_norwood_scale/images/1/000011bb35--65cd8d5f9f818843e6987969_Top-Down.jpg,1,2,4,3.8555188179016113,4,3.878100633621216,0.741476833820343,0.002238677581772208,0.007734478985085764,0.0004470609679705816,1.0,1.0,1.0479400157928467,0.24585068225860596,0.002324772934669173,"[0.5, 0.28, 0.3, 0.26]",dataset:unidpro_hair_loss_male_norwood_scale,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down__target_3,003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down,severity_shift,unidpro_hair_loss_male_norwood_scale,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidpro_hair_loss_male_norwood_scale/images/1/000011bb35--65cd8d5f9f818843e6987969_Top-Down.jpg,1,3,4,3.8555188179016113,4,4.035966873168945,0.6434810757637024,0.004358217120170593,0.015057488916335649,0.0008702826168860871,1.0,1.0,1.0479400157928467,0.24585068225860596,0.002324772934669173,"[0.5, 0.28, 0.3, 0.26]",dataset:unidpro_hair_loss_male_norwood_scale,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down__target_4,003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down,severity_shift,unidpro_hair_loss_male_norwood_scale,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidpro_hair_loss_male_norwood_scale/images/1/000011bb35--65cd8d5f9f818843e6987969_Top-Down.jpg,1,4,4,3.8555188179016113,4,4.290325164794922,0.5373948812484741,0.006358578335493803,0.02196887069088374,0.0012696643292808816,1.0,1.0,1.0479400157928467,0.24585068225860596,0.002324772934669173,"[0.5, 0.28, 0.3, 0.26]",dataset:unidpro_hair_loss_male_norwood_scale,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down__target_5,003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down,severity_shift,unidpro_hair_loss_male_norwood_scale,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidpro_hair_loss_male_norwood_scale/images/1/000011bb35--65cd8d5f9f818843e6987969_Top-Down.jpg,1,5,4,3.8555188179016113,4,4.557087421417236,0.44489502906799316,0.00823974609375,0.028468558647229823,0.0016452070313534174,1.0,1.0,1.0479400157928467,0.24585068225860596,0.002324772934669173,"[0.5, 0.28, 0.3, 0.26]",dataset:unidpro_hair_loss_male_norwood_scale,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down__target_6,003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down,severity_shift,unidpro_hair_loss_male_norwood_scale,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidpro_hair_loss_male_norwood_scale/images/1/000011bb35--65cd8d5f9f818843e6987969_Top-Down.jpg,1,6,4,3.8555188179016113,4,4.7690958976745605,0.38106390833854675,0.010001756250858307,0.03455670052374939,0.001996909796905242,1.0,1.0,1.0479400157928467,0.24585068225860596,0.002324772934669173,"[0.5, 0.28, 0.3, 0.26]",dataset:unidpro_hair_loss_male_norwood_scale,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down__target_7,003_unidpro_hair_loss_male_norwood_scale_1_000011bb35--65cd8d5f9f818843e6987969_Top-Down,severity_shift,unidpro_hair_loss_male_norwood_scale,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidpro_hair_loss_male_norwood_scale/images/1/000011bb35--65cd8d5f9f818843e6987969_Top-Down.jpg,1,7,4,3.8555188179016113,7,4.903530120849609,0.4042704999446869,0.011644641868770123,0.040233427643442864,0.002324772934669173,1.0,1.0,1.0479400157928467,0.24585068225860596,0.002324772934669173,"[0.5, 0.28, 0.3, 0.26]",dataset:unidpro_hair_loss_male_norwood_scale,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
004_unidatapro_men_hair_loss_4_top__target_1,004_unidatapro_men_hair_loss_4_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/4/top.png,4,1,4,4.805349826812744,4,4.148167610168457,0.9389281868934631,0.01211874932050705,0.019984817397625587,0.0037210404703612314,1.0,1.0,1.6278371810913086,0.5163443684577942,0.005349548741772546,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
004_unidatapro_men_hair_loss_4_top__target_2,004_unidatapro_men_hair_loss_4_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/4/top.png,4,2,4,4.805349826812744,4,4.274626731872559,0.894759476184845,0.008149862289428711,0.013406845664553756,0.002537575583268726,1.0,1.0,1.6278371810913086,0.5163443684577942,0.005349548741772546,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
004_unidatapro_men_hair_loss_4_top__target_3,004_unidatapro_men_hair_loss_4_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/4/top.png,4,3,4,4.805349826812744,4,4.493809700012207,0.8197354078292847,0.004096932243555784,0.0067283966543147545,0.0012876150899624147,1.0,1.0,1.6278371810913086,0.5163443684577942,0.005349548741772546,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
004_unidatapro_men_hair_loss_4_top__target_5,004_unidatapro_men_hair_loss_4_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/4/top.png,4,5,4,4.805349826812744,4,5.325712203979492,0.546389639377594,0.00684953760355711,0.011400540741865759,0.0019909472032416838,1.0,1.0,1.6278371810913086,0.5163443684577942,0.005349548741772546,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
004_unidatapro_men_hair_loss_4_top__target_6,004_unidatapro_men_hair_loss_4_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/4/top.png,4,6,4,4.805349826812744,7,5.609668731689453,0.5387831926345825,0.0132563766092062,0.02213831864546754,0.003774130598563431,1.0,1.0,1.6278371810913086,0.5163443684577942,0.005349548741772546,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
004_unidatapro_men_hair_loss_4_top__target_7,004_unidatapro_men_hair_loss_4_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/4/top.png,4,7,4,4.805349826812744,7,5.776004791259766,0.5936802625656128,0.0192205049097538,0.03221331326904241,0.005349548741772546,1.0,1.0,1.6278371810913086,0.5163443684577942,0.005349548741772546,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
006_unidatapro_men_hair_loss_3_top__target_1,006_unidatapro_men_hair_loss_3_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/3/top.png,3,1,7,5.64626407623291,3,4.707827568054199,0.37556925415992737,0.019186807796359062,0.03213368178025448,0.005364894733371425,1.0,1.0,2.2175188064575195,0.5163443684577942,0.007233346956241818,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
006_unidatapro_men_hair_loss_3_top__target_2,006_unidatapro_men_hair_loss_3_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/3/top.png,3,2,7,5.64626407623291,7,5.006926536560059,0.47730040550231934,0.009785894304513931,0.016303623842624255,0.002827652919081573,1.0,1.0,2.2175188064575195,0.5163443684577942,0.007233346956241818,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
006_unidatapro_men_hair_loss_3_top__target_4,006_unidatapro_men_hair_loss_3_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/3/top.png,3,4,7,5.64626407623291,7,6.365176200866699,0.840371310710907,0.007507937960326672,0.0125401028910393,0.0021356638161766643,1.0,1.0,2.2175188064575195,0.5163443684577942,0.007233346956241818,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
006_unidatapro_men_hair_loss_3_top__target_5,006_unidatapro_men_hair_loss_3_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/3/top.png,3,5,7,5.64626407623291,7,6.732912063598633,0.934322714805603,0.01436518132686615,0.02402415063945638,0.004053392535733908,1.0,1.0,2.2175188064575195,0.5163443684577942,0.007233346956241818,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
006_unidatapro_men_hair_loss_3_top__target_6,006_unidatapro_men_hair_loss_3_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/3/top.png,3,6,7,5.64626407623291,7,6.874291896820068,0.9687741994857788,0.02057156339287758,0.03445211919611836,0.005752866510688116,1.0,1.0,2.2175188064575195,0.5163443684577942,0.007233346956241818,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
006_unidatapro_men_hair_loss_3_top__target_7,006_unidatapro_men_hair_loss_3_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/3/top.png,3,7,7,5.64626407623291,7,6.925346374511719,0.981353759765625,0.026126757264137268,0.043824061469117576,0.007233346956241818,1.0,1.0,2.2175188064575195,0.5163443684577942,0.007233346956241818,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
007_unidatapro_men_hair_loss_5_top__target_1,007_unidatapro_men_hair_loss_5_top,severity_shift,unidatapro_men_hair_loss,train,top,norwood_stage,/home/tmushuru/datasets/alopecia_public/raw/unidatapro_men_hair_loss/5/top.png,5,1,3,4.375274658203125,3,3.85644268989563,0.6293302178382874,0.014202515594661236,0.02340921431174826,0.004373564279899643,1.0,1.0,2.877159357070923,0.5163443684577942,0.005692891434501501,"[0.5, 0.52, 0.36, 0.45]",default,"{""ellipse_mask"": [0.5, 0.52, 0.36, 0.45], ""hair_enhancement_strength"": 1.2, ""hair_suppression_strength"": 1.5, ""mask_blur_radius"": 10.0, ""mask_preset_json"": ""experiments/configs/exp02_mask_presets.json"", ""smoothing_strength"": 0.35, ""texture_blur_radius"": 3.0, ""tone_shift_strength"": 0.03}",True
